8,18
26,11
3,9
25,31
4,14
25,22
13,3
20,8
24,18
25,21
16,18
14,6
25,22
12,23
9,8
26,19
9,20
3,2
20,14
4,6
32,17
18,9
14,2
13,12
3,22
26,2
5,25
21,3
29,21
27,8
11,11
6,9
10,6
18,17
5,22
11,6
28,14
26,23
24,9
2,6
20,31
14,6
22,20
26,5
28,27
13,4
18,3
1,15
13,2
7,25
14,2
32,21
2,31
26,30
23,17
10,24
2,16
4,27
31,16
1,13
5,22
27,9
12,17
10,19
31,19
23,22
3,13
16,30
32,9
8,30
15,32
19,2
1,15
25,24
24,15
21,3
8,24
31,8
2,25
10,15
28,3
22,3
7,7
29,5
15,23
11,3
20,19
5,7
7,8
16,20
10,18
9,20
16,18
25,6
16,21
17,1
24,12
26,15
27,12
24,25
13,16
3,29
13,24
32,2
14,6
18,20
18,27
31,4
17,2
10,18
24,13
12,25
16,32
19,20
13,14
9,17
31,9
28,14
16,16
18,18
1,32
24,19
20,31
21,5
18,28
21,23
9,30
12,2
20,20
20,31
28,8
26,5
26,24
23,5
2,26
22,22
9,17
29,22
25,9
15,31
25,5
27,14
9,30
29,26
19,20
2,10
26,12
16,32
6,11
18,9
6,25
23,15
25,29
11,14
9,11
28,14
6,1
27,27
30,16
7,7
