168,242
218,43
131,201
217,255
68,78
153,86
141,227
180,72
24,18
153,85
48,18
46,6
89,246
108,215
137,8
154,147
73,52
99,66
244,14
36,230
96,49
210,201
238,98
13,76
3,54
58,130
133,185
21,163
157,181
91,104
43,203
230,73
234,198
242,177
197,22
139,230
156,78
58,247
248,233
162,6
212,255
238,166
214,244
218,229
92,251
109,196
82,227
33,175
13,226
7,153
110,98
256,53
162,31
26,254
55,81
234,184
130,144
196,59
31,16
193,45
69,86
123,201
172,81
202,179
223,179
247,182
227,77
80,222
160,137
104,190
207,32
243,98
1,143
121,152
152,15
53,99
8,216
95,72
162,89
42,143
92,163
246,99
71,135
157,197
47,55
43,3
116,19
101,231
7,136
240,84
10,210
9,84
80,82
249,102
144,181
241,129
184,204
26,239
155,236
216,25
205,80
163,125
141,56
224,194
174,166
210,52
210,59
191,4
241,34
234,178
184,141
204,217
48,128
243,180
141,110
73,209
31,73
28,46
80,176
114,114
129,96
216,243
212,159
245,197
242,156
149,151
233,30
172,130
148,180
116,127
28,40
218,197
58,88
23,101
66,186
54,22
233,241
61,150
217,233
207,31
25,101
251,174
105,222
253,90
51,20
2,10
58,12
16,32
230,203
114,105
6,249
55,47
153,221
203,174
201,107
220,238
38,129
27,155
158,208
167,39
68,26
222,176
233,59
138,198
32,61
110,26
158,57
223,17
231,97
196,124
233,115
196,243
180,23
97,223
140,202
90,3
186,17
51,99
206,186
66,248
116,119
246,212
220,184
164,214
164,136
122,128
197,130
155,4
95,203
113,77
238,180
114,17
239,128
33,108
13,137
6,171
236,245
151,63
125,72
9,207
142,79
10,36
103,232
24,147
169,164
179,188
206,239
51,28
63,22
57,13
85,31
241,148
9,137
151,160
117,88
176,226
134,137
131,107
66,158
89,50
29,24
133,182
73,79
237,220
58,64
107,11
203,18
186,30
241,135
108,81
12,142
239,81
32,216
236,156
207,10
162,126
117,19
76,71
6,174
253,8
120,191
218,130
110,142
127,133
137,85
75,25
217,5
93,180
41,60
11,118
44,137
28,96
81,16
174,182
145,17
231,62
28,103
80,140
219,46
192,52
204,108
227,29
143,180
237,170
218,214
192,21
77,9
234,88
127,209
210,230
230,97
136,82
10,180
65,153
6,129
72,62
189,47
105,155
60,233
57,232
123,11
52,73
255,151
15,202
192,130
219,55
242,135
141,166
211,72
137,251
77,13
120,140
241,210
36,21
41,85
150,100
102,23
208,65
135,28
62,116
128,212
94,188
90,29
92,94
38,146
111,178
217,98
119,178
79,15
104,211
209,58
88,241
208,109
136,132
76,244
41,85
6,137
55,12
168,200
198,249
134,66
100,80
184,187
223,96
149,256
104,30
32,236
221,190
162,23
211,219
120,145
57,238
119,122
138,109
42,26
140,39
88,182
141,81
235,6
80,101
80,66
42,201
187,142
142,85
76,115
119,52
222,65
118,68
153,5
104,151
225,57
99,112
240,147
56,207
92,98
92,193
135,120
239,91
192,190
134,248
64,128
137,105
204,28
96,187
77,20
10,242
97,98
171,20
57,34
252,227
168,89
211,188
231,171
5,11
149,14
66,184
212,185
106,207
234,70
22,11
165,165
15,112
248,26
239,195
76,39
130,206
93,225
108,81
40,53
55,89
65,103
5,103
87,214
240,238
116,22
118,146
138,215
137,22
222,186
230,249
216,254
84,183
237,10
103,23
168,116
186,67
32,104
5,207
212,111
245,229
133,187
13,109
91,73
86,200
29,52
166,75
201,44
233,4
230,208
210,118
120,160
197,69
184,231
171,145
2,239
251,191
189,13
250,152
85,137
125,124
11,40
176,222
197,22
249,161
45,91
242,240
235,39
174,31
94,147
178,227
155,144
176,92
34,135
196,10
80,75
20,124
208,171
102,216
179,117
34,78
183,77
135,244
9,92
37,148
143,25
51,252
50,11
112,7
66,130
227,153
211,49
99,172
201,24
187,24
49,36
201,193
77,93
59,31
204,245
176,115
56,44
57,32
247,153
102,201
241,228
200,12
148,29
70,168
66,156
61,69
25,67
236,251
205,62
8,11
196,181
52,206
19,12
111,134
184,46
174,208
65,179
60,24
61,53
247,191
28,26
2,247
99,32
21,152
177,134
208,143
154,158
153,111
249,256
59,137
155,3
57,152
154,132
169,105
112,106
226,15
250,37
155,136
53,69
201,81
32,26
169,168
135,113
248,73
251,65
29,65
33,175
9,110
114,88
164,132
127,200
34,223
241,215
225,150
147,141
92,121
238,156
150,87
13,228
62,92
35,120
140,231
110,207
243,211
25,121
213,130
224,245
27,78
238,203
254,203
235,181
190,121
99,158
127,197
16,211
112,30
218,85
203,133
164,182
60,133
234,145
49,87
233,65
132,123
20,145
244,124
185,174
232,154
219,194
229,102
217,18
146,102
72,236
76,107
23,49
131,234
132,55
53,162
35,77
85,247
130,185
221,113
168,147
193,204
71,114
213,152
13,205
129,227
23,141
234,33
205,144
161,124
32,145
234,138
142,23
2,154
20,238
92,143
233,169
223,123
183,248
138,87
2,254
33,229
160,216
63,112
94,37
193,218
127,104
136,22
58,241
229,228
45,204
103,120
176,241
52,87
210,244
122,10
70,234
65,58
230,27
100,180
201,65
184,79
49,84
218,93
168,29
14,59
195,11
145,102
131,142
49,172
92,252
98,137
169,243
146,252
31,181
226,239
209,63
48,96
86,141
1,217
228,9
66,33
223,236
140,255
145,133
42,180
107,138
107,70
215,37
232,148
115,205
25,224
56,220
46,33
202,115
110,80
240,124
237,243
33,20
140,84
189,85
195,219
71,27
154,86
176,244
64,48
148,222
151,71
76,244
233,132
253,88
81,190
191,122
189,48
131,67
128,66
223,67
102,155
197,178
18,216
207,249
9,81
4,71
158,249
202,212
85,21
129,199
133,24
8,207
77,144
62,1
59,250
131,174
54,195
116,62
16,164
178,239
83,167
219,180
99,4
218,155
237,24
155,87
92,81
81,245
129,36
93,60
198,97
171,41
240,94
214,83
92,251
38,79
89,75
135,254
190,76
205,92
87,86
28,174
1,38
93,184
48,129
110,128
61,84
52,34
177,135
65,8
176,187
79,16
250,100
134,24
251,142
121,144
83,119
112,59
41,198
125,67
140,254
213,36
75,168
97,207
129,69
224,31
32,187
89,233
178,218
198,168
158,43
197,90
48,196
24,3
248,233
52,82
211,23
13,10
198,207
166,85
243,202
59,98
193,65
227,38
98,46
243,182
81,145
12,10
127,25
100,132
81,228
187,22
202,174
84,207
25,98
60,11
149,121
50,252
89,41
80,144
42,27
129,168
145,154
193,94
251,58
80,253
31,131
125,240
8,135
136,95
92,21
150,205
135,114
244,162
39,212
75,240
152,131
255,142
15,179
33,128
92,198
134,119
72,10
175,162
42,196
125,193
126,19
80,44
218,186
231,25
233,35
47,124
132,108
73,59
223,26
11,94
120,15
235,108
95,252
188,18
231,204
34,144
101,70
108,135
144,209
123,200
120,184
159,126
130,175
109,49
148,168
119,122
39,147
10,105
4,145
155,75
251,223
183,113
204,254
122,230
135,207
5,78
216,132
135,221
26,133
170,6
12,8
115,220
64,210
138,38
82,22
70,253
57,41
148,172
105,21
116,71
123,126
248,98
162,82
112,197
172,201
149,51
143,240
96,160
210,138
52,54
173,145
1,87
56,224
206,63
190,224
106,77
110,235
49,11
40,45
79,231
148,32
81,101
230,182
238,218
248,41
217,245
148,14
63,226
190,92
154,160
175,4
45,178
106,56
222,3
123,207
42,103
143,166
180,12
104,164
96,102
119,155
212,255
29,112
196,191
22,179
77,165
116,6
120,169
131,99
195,124
19,55
151,63
202,211
225,249
224,198
43,55
177,61
53,170
217,117
33,70
234,187
116,186
238,140
128,202
2,244
73,59
222,209
72,63
73,117
115,218
70,121
38,93
221,101
243,253
119,224
178,15
42,256
116,115
34,187
191,174
222,87
169,115
11,163
188,154
14,6
172,114
57,175
72,174
63,220
239,75
175,39
40,28
54,174
28,135
7,189
120,40
184,114
67,227
239,209
61,200
131,205
170,117
252,27
205,213
160,244
158,255
155,111
96,203
236,165
20,89
195,37
66,215
123,231
238,54
161,145
142,34
162,93
187,97
61,248
13,125
96,165
190,198
178,139
50,22
148,242
112,152
143,73
66,238
200,196
90,42
178,222
7,245
202,240
93,68
81,208
6,151
213,217
114,75
75,134
22,159
232,101
156,154
175,104
185,125
189,168
100,226
168,240
33,1
47,126
188,178
171,177
28,80
210,107
190,221
103,207
227,73
201,58
83,95
114,112
165,3
110,112
9,191
196,35
16,12
44,72
28,119
206,8
27,37
168,185
116,197
128,89
18,175
172,58
236,167
39,52
241,21
83,250
182,137
229,139
222,32
16,211
209,140
168,69
61,76
58,50
174,76
39,126
164,80
169,225
133,6
193,221
162,134
218,24
105,119
79,240
55,94
195,238
182,42
183,210
80,78
107,181
49,217
70,142
160,246
20,131
25,250
157,55
32,1
104,172
168,155
170,24
119,252
213,158
238,9
147,14
213,11
168,222
83,103
6,38
48,113
134,15
134,215
31,23
29,123
108,47
9,32
173,6
236,32
249,194
173,203
79,68
217,79
190,109
52,251
140,183
40,156
11,35
232,146
204,36
115,48
81,245
201,108
158,233
178,117
38,169
149,154
110,12
239,131
179,191
213,84
190,210
25,8
25,51
193,242
74,14
20,225
243,91
106,248
212,63
119,77
64,152
219,88
218,160
61,141
42,107
44,138
215,211
11,109
114,9
71,183
56,255
3,48
219,85
253,87
78,207
69,175
80,253
67,64
195,39
255,39
55,212
224,170
207,28
227,141
79,89
127,122
204,17
12,55
88,77
16,99
118,58
90,116
224,184
177,228
91,180
80,72
234,216
26,247
111,108
61,30
200,86
159,92
39,41
206,179
86,226
81,232
140,63
151,18
12,58
94,166
256,243
208,63
71,127
63,147
211,180
30,196
116,234
173,16
113,69
228,30
186,158
140,173
64,62
216,161
28,181
176,24
190,25
246,17
133,149
117,183
136,122
157,254
249,221
239,128
34,211
33,122
94,141
182,29
206,68
234,31
183,48
199,228
156,111
72,60
202,204
85,217
42,242
100,35
243,66
37,15
53,208
94,59
141,127
143,186
202,241
177,130
139,76
149,22
16,6
233,7
40,249
105,50
245,175
167,140
134,97
85,216
38,105
65,55
148,24
96,152
209,200
5,10
19,107
110,247
157,184
62,194
95,61
61,72
224,128
106,238
30,49
115,252
224,239
201,217
151,30
164,231
82,54
47,199
58,190
94,68
88,112
202,56
238,226
102,79
166,185
228,70
158,57
141,166
154,201
137,96
131,25
249,214
185,131
249,111
163,151
39,227
174,124
160,164
146,186
15,136
118,186
226,129
33,4
147,100
199,84
37,145
196,51
202,44
185,141
256,254
241,17
213,200
158,58
184,201
94,34
97,58
56,10
16,241
170,228
105,125
254,224
182,55
90,185
34,171
247,128
232,238
232,7
60,194
216,98
178,158
198,17
90,213
228,10
248,26
113,51
53,228
185,107
45,73
206,154
205,165
141,173
93,18
27,252
144,216
204,222
139,95
92,137
72,110
8,82
62,220
256,95
245,145
241,122
200,188
33,3
250,143
101,114
169,30
110,242
128,200
55,248
168,196
98,170
70,184
251,131
6,192
94,204
234,49
76,47
209,209
241,19
200,4
109,166
141,26
143,99
244,177
118,193
90,173
192,244
35,225
83,111
107,31
46,37
244,69
237,199
142,197
18,177
242,2
193,89
233,202
102,34
151,76
52,119
38,256
116,200
195,98
185,85
2,202
4,27
19,88
105,204
136,86
142,41
137,160
165,237
62,13
120,52
72,70
183,66
136,227
70,159
146,156
9,63
201,71
154,80
93,189
99,209
256,23
7,145
184,178
181,66
206,195
229,168
92,90
176,93
245,162
49,142
164,165
144,112
168,4
58,188
189,23
55,43
71,207
222,197
43,184
174,242
134,174
137,167
253,149
174,11
155,159
112,87
6,169
177,225
57,151
150,128
198,153
127,42
203,44
162,115
8,218
247,89
4,235
127,38
176,155
192,148
225,196
178,252
145,78
23,180
13,145
131,89
139,238
240,36
57,138
62,127
4,201
120,210
220,81
197,226
41,158
86,141
132,135
226,255
197,83
180,150
73,108
39,140
247,133
144,118
123,215
116,128
9,140
57,8
158,122
211,129
221,159
254,39
34,190
86,180
21,181
179,217
182,255
84,103
237,254
184,253
27,91
254,181
184,200
89,253
38,71
105,20
146,44
120,50
143,18
73,205
70,248
238,232
244,148
213,240
227,152
112,85
40,13
158,105
102,186
172,102
235,134
249,254
228,99
15,30
32,137
208,172
180,109
147,9
56,75
23,68
63,228
48,214
251,8
137,35
10,107
71,42
58,124
229,47
180,206
169,77
139,101
51,186
20,217
21,148
158,68
111,66
66,160
224,170
15,100
83,251
248,224
33,150
29,33
68,137
253,57
151,212
181,249
177,172
212,173
145,254
158,165
179,169
186,24
151,61
139,93
233,254
8,5
248,103
104,67
209,79
62,249
214,96
163,183
145,220
89,77
9,200
246,1
95,81
234,22
136,184
145,63
176,182
211,94
54,254
105,78
237,131
188,251
246,177
12,44
1,20
138,17
146,96
177,20
39,114
123,228
112,10
159,202
75,194
249,103
104,174
232,226
210,21
136,154
159,215
51,30
154,7
1,185
83,41
109,54
130,204
242,52
164,5
124,34
211,66
139,131
103,123
180,48
39,13
86,92
129,226
60,67
85,229
200,87
147,131
59,59
7,136
45,240
88,228
130,210
165,219
234,25
52,9
85,169
140,108
158,148
255,201
133,188
101,192
8,202
152,246
112,199
108,128
3,251
94,191
84,204
189,177
74,2
165,156
134,250
128,27
43,244
48,42
217,219
144,129
121,230
211,222
96,130
79,12
7,232
145,62
168,179
128,83
199,116
108,26
221,206
69,110
78,205
248,106
135,201
113,3
179,116
115,183
70,3
165,138
49,77
64,46
75,108
64,125
87,140
159,32
28,124
153,64
137,100
213,142
164,171
28,117
64,7
147,40
85,239
141,118
155,7
235,158
140,99
244,227
244,81
113,54
239,33
57,2
162,224
60,109
45,45
159,49
45,159
56,80
16,56
27,157
39,124
101,83
227,71
162,58
231,113
59,200
195,67
146,82
52,16
153,5
121,21
93,211
220,56
248,8
37,27
213,74
153,147
210,240
236,136
25,223
243,90
25,187
206,232
120,143
209,34
42,164
186,240
180,71
181,141
50,234
38,176
34,45
126,243
251,195
125,113
67,165
53,55
99,27
176,207
135,196
73,57
251,210
228,156
92,12
5,186
223,143
213,47
202,11
231,39
41,195
250,242
116,233
213,13
146,23
37,155
209,60
6,215
192,170
119,21
148,213
164,122
23,105
226,103
83,109
249,17
228,80
172,66
194,72
173,245
87,122
201,92
47,227
45,76
157,175
100,237
234,128
155,206
118,239
114,116
144,249
55,256
9,9
158,117
73,65
96,218
111,178
36,35
117,233
81,123
185,252
3,3
203,179
98,60
20,180
100,220
242,216
104,236
6,64
102,29
218,83
213,78
211,62
41,59
116,40
108,151
164,199
139,67
220,98
170,220
176,20
239,98
59,242
60,184
124,221
88,219
205,141
227,17
162,224
18,2
149,243
53,166
129,232
87,75
26,172
86,135
177,101
37,152
242,131
22,173
100,160
41,110
78,239
143,159
32,124
142,207
200,6
234,208
208,256
181,61
96,62
25,241
112,129
161,107
55,58
110,87
184,240
233,28
1,177
72,169
140,174
32,220
28,192
49,114
74,227
150,62
165,124
148,148
113,154
157,197
65,243
25,226
190,5
205,39
146,193
196,54
52,42
26,188
93,82
92,238
21,183
178,254
227,66
121,136
252,2
63,106
14,206
95,241
199,55
231,164
133,249
41,193
58,61
252,106
152,25
200,180
228,144
230,158
201,145
212,45
160,205
130,74
76,110
87,42
22,131
171,100
227,154
39,217
228,24
108,23
235,225
66,22
154,191
60,25
143,111
109,7
217,165
234,111
110,217
67,48
215,252
122,79
121,146
49,159
170,249
213,139
168,151
48,54
19,246
113,22
187,201
111,170
110,42
48,112
218,47
31,182
20,241
14,181
106,18
126,256
144,32
238,22
41,163
149,91
141,192
234,84
184,208
79,60
60,234
140,175
84,82
244,128
42,244
155,192
2,70
114,84
215,55
5,146
248,146
69,155
237,172
29,6
220,111
97,163
233,179
254,93
110,105
244,55
76,134
96,96
67,169
38,154
90,27
47,14
155,206
107,186
241,205
79,191
159,14
242,172
180,52
33,249
188,222
203,86
140,235
74,64
125,235
206,126
5,33
80,33
5,214
81,90
225,125
158,140
187,79
229,181
169,197
98,52
250,105
219,100
229,229
10,209
95,131
91,75
164,56
69,245
26,196
128,166
190,16
39,191
41,97
75,199
238,36
196,93
96,64
192,52
188,163
255,22
244,41
75,105
178,178
190,102
181,72
138,22
208,57
115,188
84,157
166,182
239,133
101,141
235,76
49,195
217,109
109,229
186,166
49,254
38,131
154,72
145,196
249,185
216,62
231,59
212,121
68,149
196,213
250,155
77,202
199,243
218,1
200,63
22,145
139,209
251,192
169,221
161,156
159,216
30,1
17,213
197,207
252,79
168,40
136,134
242,214
87,113
218,104
61,173
190,12
178,124
251,73
55,212
165,174
185,81
52,100
96,92
14,61
193,54
133,54
244,97
14,40
181,137
98,76
253,223
170,216
178,53
117,7
17,118
227,138
111,140
38,75
236,249
232,177
119,208
72,245
113,40
37,126
247,25
148,2
